Airport Code,Airport Name,City Name,coordinates
2147,ZTF,Stamford Rail STN,Westchester County,"21.65, -72.466667"
2148,COD,Yellowstone Regional,Cody/Yellowstone,"44.516667, -109.033333"
2149,ADG,Lenawee County,Adrian,"41.9, -84.033333"
2150,RIV,March ARB,Riverside,"33.880833, -117.259444"
2151,CRT,Municipal,Crossett,"33.133333, -91.966667"
2152,MYU,Ellis Field,Mekoryuk,"60.383333, -166.2"
2153,BFM,Mob Aerospace,Mobile,"47.25, -52.85"
2154,ETN,Municipal,Eastland,"32.416667, -98.8"
2155,RWI,Rocky Mount-wilson,"Rocky Mount,","35.856389, -77.891944"
2156,GQQ,Galion,Galion,"40.733333, -82.8"
2157,GEK,Ganes Creek,Ganes Creek,"62.983333, -156.5"
2158,MAE,Madera,Madera,"-13.083333, 49.083333"
2159,HOP,Campbell AAF,Hopkinsville,"50.516667, 23.666667"
2160,ELM,Elmira Corning Regional,"Corning, NY","42.166667, -76.9"
2161,AHD,Downtown,Ardmore,"-16.933333, 179.9"
2162,BYG,Municipal,Buffalo,"44.35, -106.7"
2163,MKE,General Mitchell International,Milwaukee,"42.95, -87.9"
2164,BLM,Monmouth Executive Airport,Belmar - Farmingdale,"40.185556, -74.123611"
2165,FBL,Municipal,Faribault,"44.333333, -93.316667"
2166,SFB,Orlando Sanford Intl,Sanford,"28.783333, -81.25"
2167,PTA,Port Alsworth,Port Alsworth,"60.2, -154.333333"
2168,ZWB,Williamsburg Rail,Hampton,"52.166667, -2.016667"
2169,HUM,Terrebonne,Houma,"29.583333, -90.666667"
2170,SUC,Schloredt,Sundance,"44.4, -104.366667"
2171,RNZ,Rensselaer,Rensselaer,"40.95, -87.15"
2172,PGD,Charlotte County,Punta Gorda,"26.916667, -81.983333"
2173,CLL,Easterwood Field,"College Station, TX","30.588611, -96.363889"
2174,GGG,Kilgore,Kilgore,"32.383333, -94.716667"
2175,KDK,Municipal,Kodiak,"57.8, -152.383333"
2176,BVX,Municipal,Batesville,"35.766667, -91.65"
2177,EMM,Kemerer,Kemerer,"41.85, -110.55"
2178,RMG,Richard B Russell,Rome,"34.35, -85.166667"
2179,MFV,Accomack County,Melfa,"13.633333, 39.133333"
2180,LGC,Calloway,La Grange,"33.016667, -85.083333"
2181,MLK,Malta,Malta,"48.35, -107.866667"
2182,SPW,Municipal,Spencer,"43.166667, -95.183333"
2183,SHN,Sanderson Field,Shelton,"47.241667, -123.133333"
2184,SHX,Shageluk,Shageluk,"62.633333, -159.583333"
2185,EYR,Yerington,Yerington,"38.983333, -119.166667"
2186,LOZ,Corbin-London,London,"37.083333, -84.066667"
2187,LYU,Ely,Ely,"47.9, -91.85"
2188,LHB,Lost Harbor Sea Port,Lost Harbor,"54.233333, -165.6"
2189,MYF,Montgomery Field,San Diego,"32.8, -117.133333"
2190,AMK,Animas Airpark,Durango,"14.466667, -87.85"
2191,HKS,Hawkins Field,Jackson,"32.333611, -90.222222"
2192,TLJ,Tatalina AFS,Tatalina,"-4.716667, -79.55"
2193,VHN,Culberson County,Van Horn,"31.033333, -104.816667"
2194,VLE,J t Robidoux,Valle,"35.65, -112.2"
2195,MKF,Mckenna AAF,Columbus,"-12.5625, 39.896389"
2196,KKT,Kentland,Kentland,"40.766667, -87.45"
2197,KIP,Kickapoo,Wichita Falls,"33.9, -98.5"
2198,BTI,Barter Island,Barter Island,"70.133333, -143.633333"
2199,JSL,Steel Pier Hlpt,Atlantic City,"39.360556, -74.420833"
2200,SUE,Door County,Sturgeon Bay,"44.833333, -87.416667"
2201,LYH,Preston-Glenn Field,Lynchburg,"37.333333, -79.2"
2202,CIN,Carroll,Carroll,"42.05, -94.783333"
2203,KOA,Kona International Airport,"Kona, HI","19.738889, -156.045556"
2204,KPB,Point Baker SPB,Point Baker,"56.366667, -133.616667"
2205,ITH,Tompkins County,Ithaca,"42.483333, -76.466667"
2206,OXC,Waterbury-oxford,"Oxford, CT","41.478611, -73.135278"
2207,MDN,Jefferson Proving Grd,Madison,"38.733333, -85.366667"
2208,ELY,Yelland,Ely,"39.3, -114.85"
2209,ZZV,Zanesville,Zanesville,"39.95, -81.883333"
2210,CXC,Chitina Arpt,Chitina,"61.566667, -144.416667"
2211,FLL,Fort Lauderdale/hollywood International,"Fort Lauderdale, FL","26.0725, -80.152778"
2212,HVE,Intermediate,Hanksville,"38.416667, -110.7"
2213,LVK,Livermore,Livermore,"37.683333, -121.766667"
2214,MYH,Marble Canyon,Marble Canyon,"36.816667, -111.65"
2215,CRX,Roscoe Turner,Corinth,"34.9, -88.6"
2216,WAX,Zwara,Zwara,"48.9, -95.3"
2217,ILI,Iliamna,Iliamna,"59.733333, -154.966667"
2218,BIE,Beatrice,Beatrice,"40.316667, -96.75"
2219,PSG,Petersburg James A Johnson,"Petersburg, AK","56.8, -132.983333"
2220,MRN,Lenoir,Morganton,"35.75, -81.725"
2221,ONO,Ontario Municipal Airport,Ontario,"44.020556, -117.013611"
2222,PGS,Peach Springs,Peach Springs,"35.533333, -113.416667"
2223,DTN,Shreveport Downtown,"Shreveport, LA","32.540278, -93.745"
2224,DDC,Dodge City Municipal,Dodge City,"37.766667, -99.966667"
2225,HNM,Hana,Hana,"20.8, -156.016667"
2226,CYM,Chatham SPB,Chatham,"57.5, -134.75"
2227,ADQ,Kodiak Airport,Kodiak,"57.75, -152.483333"
2228,PHF,Newport News/williamsb,Newport News,"37.133333, -76.5"
2229,FOB,Fort Bragg,Fort Bragg,"39.474444, -123.795556"
2230,GNG,Gooding,Gooding,"42.916667, -114.783333"
2231,NIE,Niblack,Niblack,"55.066667, -132.15"
2232,NOT,Novato,Novato,"38.1, -122.566667"
2233,HNS,Municipal,Haines,"59.25, -135.516667"
2234,AQY,Alyeska,Alyeska,"60.966667, -149.116667"
2235,ABE,Lehigh Valley International,Allentown,"40.652222, -75.440278"
2236,HSL,Huslia,Huslia,"65.7, -156.416667"
